id_cliente;nome;sexo;cpf;data_nascimento;email;telefone;cep;logradouro;numero;complemento;bairro;cidade;estado;pais;renda_mensal;data_cadastro;ativo
124;Lucca da Cunha;M;301.694.258-51;1976-09-17;beatriz70@example.net;+55 41 0814 1977;03036-173;Feira Vicente Silveira;2412;Apto 101;Ouro Preto;Ramos das Pedras;AC;Brasil;17608.37;2021-12-29;False
125;Bernardo Barros;M;672.194.803-69;1970-03-19;cavalcanteleo@example.org;+55 (051) 5698-9869;90993-309;Recanto de Almeida;9145;Apto 101;Savassi;Nogueira do Norte;MG;Brasil;13452.83;2024-03-30;True
126;Jade Rodrigues;F;654.718.290-85;2005-07-16;leocavalcante@example.org;0900-332-0917;01343-082;Conjunto Castro;8195;;Comiteco;Leão do Oeste;RS;Brasil;12559.03;2024-09-20;False
127;Camila Camargo;F;038.714.925-23;1997-11-17;aliceoliveira@example.net;0300 355 5521;60927-000;Residencial Ribeiro;8273;Bloco B;Casa Branca;Fernandes;MG;Brasil;6782.88;2024-06-17;False
128;Luiza da Cruz;F;249.517.380-23;1954-12-14;gael-henrique84@example.com;+55 21 5099 5625;61209570;Vereda Rodrigues;6494;Casa;Ribeiro De Abreu;Nogueira do Norte;ES;Brasil;2611.1;2026-02-02;False
129;Bruna da Mata;F;345.968.721-55;1992-06-18;fcavalcante@example.net;+55 71 9553 8154;69785-057;Recanto de Almeida;1446;Casa;Conjunto Califórnia Ii;Sales;ES;Brasil;11920.15;2024-09-20;True
130;Valentim Rodrigues;M;316.542.097-16;1959-01-22;da-mataanna-liz@example.net;61 6480 7466;30015-073;Jardim de da Mata;623;Casa;São Marcos;Macedo;AC;Brasil;10080.73;2024-04-24;True
131;Ana Porto;F;573.946.218-55;1958-01-14;bruna89@example.net;41 4373-3973;14630015;Trevo Leandro Casa Grande;9644;Casa;São Damião;Vieira da Praia;RR;Brasil;17140.98;2021-11-15;True
132;Sr. Theo Gomes;M;691.340.875-75;1992-06-23;da-costaluna@example.org;0900-078-7075;07382-611;Viela de Costela;2076;Bloco B;Vila Independencia 3ª Seção;da Mota;RO;Brasil;6254.82;2023-12-18;False
133;Isadora Cassiano;F;150.493.768-66;1962-08-18;eda-rosa@example.com;(021) 7499-0342;88333601;Residencial Guerra;234;Casa;Olhos D'água;da Luz do Campo;DF;Brasil;23732.4;2021-09-29;True
134;Ana Sales;F;869.021.573-59;1992-12-02;yasmin99@example.org;0900-447-3648;42759917;Área Sousa;5841;Sala 3;Nossa Senhora Do Rosário;Aparecida;MA;Brasil;8802.87;2021-07-15;True
135;Giovanna Dias;F;031.879.465-93;1992-09-07;julianaramos@example.org;+55 (011) 5652-8954;37761-035;Estrada de Campos;3373;;Vila Do Pombal;Pimenta;ES;Brasil;4275.37;2022-06-11;True
136;Lorenzo Correia;M;124.097.568-67;1967-04-26;silvaisabel@example.net;+55 (011) 6643 3117;25380-670;Núcleo de da Cruz;9830;Bloco B;Belmonte;Sampaio;AP;Brasil;13612.18;2025-09-06;False
137;Joana Nascimento;F;385.104.679-00;1975-06-21;barbosaeduarda@example.net;+55 (011) 0409 8943;55438688;Viaduto da Luz;1051;Apto 101;Conjunto Lagoa;Camargo;GO;Brasil;5811.1;2025-02-05;True
138;Milena Martins;F;397.645.280-74;1997-11-25;thalescastro@example.org;81 3384-2745;00467-394;Trecho Yan Oliveira;6795;Bloco B;Copacabana;Santos do Sul;SC;Brasil;4248.67;2024-11-14;True
139;Camila Brito;F;912.586.037-21;1970-01-21;ravi-luccada-mota@example.com;+55 11 7182-0758;48325998;Loteamento Liam Porto;8351;Bloco B;Conjunto Bonsucesso;Costela Paulista;TO;Brasil;3909.04;2023-06-03;False
140;Ravi Lucca Barbosa;M;879.045.631-93;1992-12-07;gabrielmendes@example.net;41 4997-1390;38210-645;Alameda de Borges;1984;Casa;Vila Independencia 2ª Seção;Moura;RJ;Brasil;5610.43;2023-04-17;True
141;João Lucas Melo;M;581.267.940-11;1997-12-07;valves@example.net;+55 (021) 3690-7590;66945-200;Ladeira de Rios;6919;Bloco B;Barão Homem De Melo 1ª Seção;Marques de Souza;SC;Brasil;23333.68;2023-10-08;False
142;Maria Alice Mendonça;F;817.632.409-40;1959-11-29;bryan69@example.net;+55 (061) 5899-1807;04554-817;Rua de Cunha;662;Bloco B;Urca;Pimenta da Serra;RJ;Brasil;2711.39;2022-10-25;False
143;Cecilia da Conceição;F;436.971.085-57;1967-05-20;nataliavargas@example.com;71 9163 5734;38250729;Trevo Raul Peixoto;6168;Casa;Vila Coqueiral;Costa;GO;Brasil;10142.84;2022-11-15;True
144;Lívia Cavalcante;F;985.367.021-68;2003-11-14;kamillycampos@example.net;+55 71 8374-6608;01452-085;Pátio de Azevedo;9924;Apto 101;Cinquentenário;Abreu do Sul;SC;Brasil;4345.69;2025-07-26;False
145;Alexia Pires;F;385.674.901-20;1945-04-29;luiz-felipe14@example.net;+55 (081) 6369-5222;07575760;Residencial Sousa;8194;Casa;Calafate;da Rocha da Serra;GO;Brasil;2274.79;2024-01-10;True
146;Luiza Guerra;F;674.803.159-10;1999-09-06;luna72@example.org;21 6175 5228;48110-235;Sítio Maria Vitória Barbosa;5179;Casa;Vila União;Sales;MT;Brasil;5065.11;2022-12-13;False
147;Sarah Vasconcelos;F;120.756.943-70;1974-01-01;isabeladas-neves@example.net;0900 109 6751;75353370;Viela de Cavalcante;3710;Sala 3;Marmiteiros;Correia da Mata;RO;Brasil;19221.39;2023-10-19;True
148;Srta. Ana Beatriz Borges;F;714.053.689-93;1998-01-16;pereiraheitor@example.org;31 6877-8118;81640669;Sítio Ravi Lucca Cavalcanti;2552;Apto 101;Vista Do Sol;Barros dos Dourados;RR;Brasil;9259.13;2025-09-28;False
149;Benjamin da Costa;M;341.052.976-43;1979-05-14;goncalvescamila@example.org;0500 896 9298;42991-236;Avenida Ravi Lucca Fogaça;5115;Apto 101;São Jorge 3ª Seção;Jesus da Prata;RJ;Brasil;6126.81;2025-09-19;False
150;Dra. Melissa Barbosa;F;240.851.397-97;1998-02-13;fernandesisadora@example.net;0300 957 4704;45790131;Setor da Cunha;7800;Bloco B;João Alfredo;Monteiro;TO;Brasil;12386.19;2021-08-02;False
151;Sra. Maria Flor Lopes;F;792.304.158-04;1995-06-07;carvalholuiz-otavio@example.net;51 2419 9914;93054-245;Estação Brito;4808;;Boa Vista;Pinto da Serra;MS;Brasil;16805.64;2025-12-13;False
152;Nicolas Mendonça;M;760.328.945-92;1995-10-03;luiz-otaviolopes@example.net;+55 11 2447 9179;96741-003;Sítio Casa Grande;5278;Bloco B;Jardim América;Sales;RO;Brasil;14806.39;2022-11-06;True
153;José Pedro Melo;M;463.851.970-93;1976-09-01;xvargas@example.com;11 6278 6642;25756-904;Estação Casa Grande;940;Apto 101;Varzea Da Palma;Gomes do Galho;RO;Brasil;17859.82;2022-06-19;False
154;Ana Luiza Oliveira;F;016.937.825-02;1971-03-18;santospedro-henrique@example.org;51 8111 2981;75802-981;Viela Kaique Farias;9952;Apto 101;Vila Da Ária;Garcia do Campo;GO;Brasil;19761.29;2021-12-23;True
155;Arthur Ribeiro;M;487.103.296-50;1997-10-01;manuela55@example.org;31 5304 1557;88312709;Rua Valentina Cassiano;6837;;Frei Leopoldo;Farias;MS;Brasil;15206.19;2023-12-24;True
156;Lunna Viana;F;610.258.473-26;1983-04-18;erios@example.org;+55 51 4771 0871;09473-091;Conjunto Ana Julia da Rosa;7632;Apto 101;Minas Brasil;Abreu;RS;Brasil;24729.4;2024-08-14;False
157;João Gabriel da Mata;M;236.917.085-95;1981-03-26;bento82@example.org;+55 (031) 5446-3751;39111-597;Passarela de Teixeira;2290;Casa;Vila União;da Cunha Alegre;MG;Brasil;11274.9;2024-11-06;True
158;Jade Abreu;F;037.568.249-00;2003-02-14;camposana-liz@example.org;0800-849-9616;68745-627;Lago Ana Cecília Sousa;4395;Sala 3;Sport Club;Silva;DF;Brasil;6952.16;2024-09-10;True
159;Sarah Vargas;F;097.254.813-05;1980-01-16;giovanna90@example.org;+55 (071) 0544 7237;20031329;Travessa da Mata;3134;Sala 3;Dom Silverio;Albuquerque;MS;Brasil;15460.98;2022-01-02;False
160;Luiz Felipe Azevedo;M;384.259.760-65;1966-09-02;vsa@example.net;+55 84 8906-4041;13047707;Praia da Mata;7330;;Vila Coqueiral;Azevedo;MT;Brasil;5751.31;2025-01-28;False
161;Levi da Costa;M;702.631.549-80;1968-07-30;zmelo@example.com;+55 81 6679 5142;09898991;Aeroporto Aylla Moreira;5338;;Horto Florestal;Mendonça de Pacheco;AL;Brasil;3863.27;2022-12-13;True
162;Lunna Nunes;F;825.641.703-07;1976-09-02;fariasbenicio@example.net;0300-563-7507;40474-857;Colônia Vasconcelos;3532;;Vila Independencia 2ª Seção;da Mata;AM;Brasil;5606.7;2023-04-15;False
163;Isabela da Cruz;F;150.489.732-32;1983-11-28;ialbuquerque@example.com;0800 370 1697;78290-044;Rua de Ramos;2819;;Nova America;da Luz Grande;RR;Brasil;24555.64;2025-05-10;True
164;Carlos Eduardo Ferreira;M;419.876.532-46;1985-06-25;naparecida@example.net;+55 (081) 4538-9061;83869396;Esplanada Azevedo;1672;Bloco B;Serra;Moura do Amparo;MT;Brasil;22437.02;2025-06-24;True
165;Marcela Siqueira;F;761.849.320-04;1956-07-26;amandaduarte@example.net;+55 (011) 8240 2501;88884036;Lagoa Catarina Albuquerque;2799;Bloco B;Ouro Preto;Borges;DF;Brasil;19473.59;2023-09-16;False
166;Agatha Camargo;F;203.918.754-50;1961-11-07;theo91@example.net;41 5185 4015;99994-649;Feira Lucas Andrade;370;Sala 3;Ipe;Vieira;RJ;Brasil;12956.0;2021-03-07;False
167;Srta. Alice Cassiano;F;724.106.853-07;1978-05-03;barrosbeatriz@example.org;84 1883 6635;26758965;Jardim Aparecida;9848;Apto 101;Renascença;Brito do Campo;RJ;Brasil;22989.01;2023-11-09;True
168;Sr. Enzo Gabriel Vieira;M;295.803.146-24;1946-11-07;matheusmoreira@example.com;21 0761-4894;91991-494;Esplanada de Novais;3750;Casa;Candelaria;Albuquerque;CE;Brasil;18984.16;2023-11-13;False
169;Danilo das Neves;M;570.932.648-83;1960-10-15;hadassa69@example.net;(081) 7433-6883;25196-740;Lagoa de Lima;9627;Apto 101;Jardim Guanabara;Nunes do Campo;PR;Brasil;5233.16;2021-05-29;True
170;Marcos Vinicius Silveira;M;519.820.346-70;1978-08-21;apires@example.net;41 1977-8192;76707-553;Morro de da Conceição;8170;;São Tomaz;da Paz de da Rocha;SC;Brasil;3719.47;2022-04-17;True
171;Rhavi Moraes;M;394.561.208-05;2003-01-23;evelynabreu@example.com;51 1367 2734;62066-785;Alameda de Pinto;8174;Bloco B;São Bento;Correia;AM;Brasil;6935.6;2022-01-22;True
172;Melina da Mata;F;124.385.796-09;1988-12-13;larissa08@example.net;(041) 2930-8206;83612153;Vereda Moura;1278;Casa;Monte São José;Nogueira;MS;Brasil;7410.23;2025-04-19;False
173;Evelyn Lopes;F;084.529.637-00;1979-06-25;hbrito@example.net;+55 61 9932 4281;47416-436;Rua de Dias;3868;Apto 101;Nova Suíça;Barros de Goiás;SE;Brasil;16007.31;2025-09-07;True
174;Kevin Rocha;M;981.530.467-48;1979-03-15;riosapollo@example.org;+55 (071) 2981 9859;53474193;Vila Pereira;1484;Bloco B;Santa Cruz;Ribeiro;MT;Brasil;13554.01;2025-04-17;False
175;Cauã Duarte;M;580.497.613-39;1963-03-29;montenegroana-beatriz@example.com;+55 51 2090 0532;10913-007;Setor de Rios;3040;Bloco B;Conjunto São Francisco De Assis;da Luz Alegre;PA;Brasil;9095.13;2021-08-29;True
176;Maria Laura Fernandes;F;618.274.953-91;1998-02-19;maria-lizgomes@example.net;41 5113 8937;52350-007;Colônia de Abreu;8922;Casa;Novo Ouro Preto;Vieira;RN;Brasil;3752.37;2023-04-11;False
177;Sr. Carlos Eduardo Vieira;M;169.375.802-40;1971-08-14;vda-rocha@example.com;+55 (051) 5658-4285;88758832;Vereda de Pastor;2318;Casa;Alto Das Antenas;Peixoto da Prata;ES;Brasil;9352.33;2021-06-14;False
178;Fernanda Ferreira;F;678.214.590-11;1949-08-08;leonardomendes@example.org;(011) 8577 4351;79316391;Praia Dante Pinto;4955;;Palmeiras;Albuquerque;SP;Brasil;17869.43;2025-05-12;False
179;Sophie Sousa;F;094.725.386-65;1990-11-09;hvargas@example.com;+55 81 0503 0673;57301325;Chácara de Correia;6108;;Vila Santo Antônio Barroquinha;da Rocha do Amparo;MT;Brasil;6923.44;2025-02-07;False
180;Srta. Melina Abreu;F;419.038.275-23;1980-10-29;sarasilva@example.com;(031) 1810-4796;24446358;Campo Pedro Henrique Caldeira;4382;Sala 3;Renascença;Andrade de Oliveira;TO;Brasil;13885.7;2023-08-12;True
181;Otto Câmara;M;847.632.519-37;2003-10-19;vargasoliver@example.net;+55 21 3943 8852;06477477;Vila Maria Eduarda da Luz;5682;Casa;Dom Cabral;Pacheco de Goiás;SP;Brasil;21096.17;2023-11-28;False
182;Laís Sales;F;420.961.375-43;1957-01-26;mendesalicia@example.org;+55 (061) 4756-7281;98631833;Aeroporto de Siqueira;2468;Apto 101;Flavio De Oliveira;da Mota da Serra;ES;Brasil;7146.41;2023-12-06;False
183;Matteo Guerra;M;547.389.126-82;1984-01-14;macedolara@example.org;0500 555 3693;03091683;Estação de Macedo;7424;Apto 101;Pirineus;Barros;AC;Brasil;20676.09;2022-02-09;True
184;Ana Liz Aparecida;F;849.350.162-05;1956-09-03;uaparecida@example.com;81 0789-4339;37990-148;Aeroporto Marques;6094;Bloco B;Parque São José;Camargo do Amparo;AL;Brasil;5283.17;2023-06-03;False
185;Sabrina Castro;F;583.217.946-37;1997-02-28;cirinoluara@example.com;+55 61 1426-0940;67753700;Lago de da Rocha;8759;Bloco B;Nova Cintra;Siqueira;GO;Brasil;17650.98;2022-10-22;True
186;Sr. Caio Ramos;M;457.218.690-11;1999-10-28;dom58@example.net;+55 21 1884-5575;16870-097;Trecho de da Rosa;7779;Apto 101;Vila Calafate;Moreira de Peixoto;MG;Brasil;17336.36;2022-06-21;True
187;Breno Pinto;M;938.420.571-05;1945-05-10;lavinia47@example.net;(081) 9347 3249;40334109;Recanto Théo Silveira;9816;Casa;Floresta;Fernandes;AL;Brasil;11952.97;2022-03-30;False
188;Leonardo Guerra;M;491.278.605-58;1969-10-26;garciabenjamin@example.com;(031) 9804-4554;19139-606;Alameda Gomes;7640;Casa;Conjunto Jatoba;Souza;MG;Brasil;12172.18;2023-08-27;True
189;Sr. Thiago Souza;M;563.012.798-59;1982-06-15;maria-luizaaragao@example.com;71 8604-2141;32891075;Parque Santos;375;Casa;Itapoa;Castro de Pimenta;PR;Brasil;4631.99;2025-05-29;False
190;Rodrigo Melo;M;794.853.620-56;1990-05-08;ninacostela@example.com;0300 888 7900;10086836;Praça de Pastor;8054;Apto 101;Glória;Barros;TO;Brasil;17238.52;2025-01-15;True
191;Ryan Caldeira;M;218.764.539-82;2006-11-17;maria-lauraaraujo@example.com;+55 (041) 6075 5005;91441-208;Favela Rebeca Farias;8695;Apto 101;Conjunto Floramar;Rocha;AM;Brasil;5567.34;2024-07-30;False
192;Alícia Peixoto;F;653.821.470-35;1959-05-26;castrostephany@example.com;+55 (041) 2968-8874;06192-414;Vereda Lunna Alves;8964;Bloco B;Silveira;da Costa do Galho;AL;Brasil;2822.65;2021-09-10;False
193;Sra. Hadassa Andrade;F;961.408.327-13;1962-03-06;davi-lucas35@example.com;(041) 6104-5085;37816-662;Quadra Martins;5326;Apto 101;Vitoria Da Conquista;Porto;TO;Brasil;3263.92;2022-01-09;False
194;Olivia Ferreira;F;451.862.379-73;1995-05-14;lopesfernando@example.net;(051) 7771-2882;00027063;Vila de Lopes;1512;Casa;Petropolis;da Rocha;MA;Brasil;5446.55;2025-11-12;False
195;Vitória Pinto;F;918.052.647-02;1977-04-22;aabreu@example.org;(071) 8161-1008;52328175;Rua Isaque Rios;7493;Sala 3;Vila Ouro Minas;Nogueira da Mata;CE;Brasil;18965.75;2022-10-28;True
196;Isaac Nogueira;M;205.986.341-42;1981-04-14;cavalcanteevelyn@example.net;+55 (031) 4840-7571;58923-669;Lagoa Henry Gabriel Macedo;3919;Apto 101;Parque São José;Sampaio de Minas;SE;Brasil;12411.14;2023-06-03;False
197;Sr. Benjamin Ramos;M;829.674.531-37;1963-03-05;pedro-lucas65@example.com;+55 11 1138-0474;59103451;Fazenda Sampaio;1687;Sala 3;Xodo-Marize;Guerra Verde;CE;Brasil;13116.62;2022-07-12;False
198;Arthur Miguel Casa Grande;M;280.916.573-40;1987-03-06;hsilva@example.org;61 8081 7932;87488586;Setor de da Cunha;3163;Apto 101;Unidas;Almeida;PR;Brasil;1967.0;2025-06-07;True
199;Caleb Andrade;M;219.347.058-88;1994-06-04;arthur-miguelcastro@example.net;+55 51 4079 4532;03305970;Travessa Emanuel das Neves;8365;Sala 3;Marieta 3ª Seção;Alves;PA;Brasil;13347.15;2023-04-07;False
200;Marcela Rodrigues;F;326.180.974-40;1973-05-17;eduarda20@example.net;0800 121 6167;50406193;Praça de Nunes;3142;Casa;Teixeira Dias;da Cunha de da Costa;GO;Brasil;20315.07;2024-06-01;True
